HEALTHCARE,3/9/23,GEHC,76.37999725,74.97000122,76.23999786,77.13999939,76.76000214,76.62000275,75.83999634,75.19999695,76.51999664,74.76999664,75.70999908,76.45999908,76.37999725,76.90000153,79.23999786,82.13999939,82.02999878,81.80999756,81.58999634,81.12000275,80.16000366,80.58999634,80.58999634,81.75,82.94000244,82.37000275,82.72000122,83.66000366,85.75,85,86.48000336,87.79000092,80.38999939,80.12000275,81.51999664,81.33999634,80.77999878,78.45999908,79.70999908,78.26000214,78.98999786,79.41999817,76.37000275,75.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETAIL,3/5/23,BOOT,78.83000183,78.54000092,78.5,75.62999725,74.5,72.5,73.94999695,74.20999908,75.02999878,71.93000031,73.31999969,75.56999969,73.26000214,73.51000214,75.18000031,75.01999664,74.83999634,74.44000244,74.81999969,76.63999939,76.66999817,73.59999847,72.30999756,71.23999786,73.62000275,73.95999908,72.66999817,72.31999969,72.70999908,72.40000153,73.20999908,72.56999969,72.19999695,73.19000244,74.47000122,70.08999634,71.41999817,71.08999634,72.47000122,73.33999634,72.62000275,72.73000336,71.61000061,73.87000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCIALS,3/3/23,CB,207.1000061,208.0599976,206.8000031,203.3699951,198.8699951,198.3999939,191.9799957,194.0099945,187.3999939,191.8600006,186.8000031,189.5899963,194.2899933,190.0399933,186.0099945,186.5500031,188.9199982,189.5599976,193.2599945,193.4199982,194.1799927,196.6799927,195.4600067,195.9900055,196.8000031,196.0299988,198.0800018,199.2299957,200.1199951,195.7799988,198.2100067,201.6900024,204.5,203.9600067,201.1900024,200.5700073,201.1799927,198.3699951,199.0299988,201.5599976,202.1399994,200.5,197.7799988,195.4700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY,2/24/23,FE,39.79999924,39.90999985,39.54000092,38.74000168,39.08000183,39.75999832,39.97999954,39.15999985,39.70999908,39.15000153,38.09000015,38.79999924,39.18999863,39.72000122,40.15000153,39.77999878,40.31999969,39.38000107,38.36000061,37.75,39.16999817,39.02999878,38.61999893,39.29000092,39.58000183,40.06000137,39.79999924,40.09999847,41.61000061,41.70000076,41.45999908,41.84999847,41.45999908,41.20000076,40.84000015,40.86000061,40.47999954,40.79999924,40.52999878,40.61000061,40.84999847,41.13999939,40.68000031,41.11999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSUMER,2/22/23,KDP,35.77999878,36.11000061,35.79000092,35.36999893,34.54999924,34.18999863,34.58000183,34.54999924,34.81999969,34.83000183,34.77999878,34.56000137,34.31999969,34.25,34.63000107,34.91999817,35.09999847,34.86000061,35.22000122,35.15000153,34.66999817,34.11000061,34.86999893,35.09999847,35.13999939,35.29000092,35.13000107,35.27999878,35.38999939,35.36000061,35.40000153,35.63999939,35.22999954,35.25,35.20999908,35.24000168,35.09999847,35.38999939,35.38999939,35.34999847,35.52999878,35.31000137,35.36000061,35.88999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALUE INVESTING,2/16/23,WCN,136.3600006,136.1100006,135.2599945,135.9600067,134.7899933,134.1300049,135.9499969,133.9199982,133.4400024,133.6900024,134.1399994,135.3999939,133.2599945,133.2100067,132.3800049,131.0399933,132.6100006,134.9799957,135.0399933,136.0800018,134.3600006,135.5,133.3300018,132.1900024,131.1499939,133.6199951,133.4499969,134.8300018,136.0700073,138.0200043,139.0700073,139.4600067,138.4199982,137.0899963,137.8300018,138.2899933,140.0299988,142.4199982,143.9499969,143.1000061,143.9299927,142.9700012,142.9700012,143.7599945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAVEL,2/10/23,HTZ,18.31999969,18.73999977,19.21999931,19.82999992,19.94000053,19.45999908,18.85000038,18.65999985,18.61000061,18.54999924,18.45000076,18.51000023,18.39999962,18.35000038,18.77000046,19.59000015,19.55999947,19.82999992,18.47999954,17.20999908,16.96999931,16.38999939,16,16.25,15.38000011,15.40999985,16.32999992,16.22999954,16.43000031,15.61999989,15.52000046,15.19999981,15.68000031,15.77999973,16.29000092,16.15999985,15.89000034,15.07999992,15.15999985,15.89999962,16.26000023,15.64999962,15.68000031,15.35000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNOLOGY,2/9/23,TOST,22.82999992,22.79999924,23.94000053,25.11000061,25.95999908,20.03000069,19.47999954,19.53000069,20.15999985,20.51000023,19.45999908,19.02000046,18.92000008,18.40999985,18.25,18.79999924,18.40999985,18.40999985,19.13999939,18.29000092,17.32999992,17.37999916,17.72999954,17.19000053,17.40999985,17.11000061,16.67000008,17.29999924,16.55999947,16.11000061,16.22999954,16.46999931,16.23999977,16.85000038,17.02000046,17.75,17.86000061,17.56999969,16.37000084,16.54999924,17.25,17.65999985,17.75,17.96999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOTECH AND PHARMA,2/5/23,PFE,43.75999832,43.59000015,43.97999954,43.34000015,43.88000107,43.99000168,43.72000122,43.31999969,42.95000076,43.20999908,42.70000076,42.38000107,42.29999924,41.75,40.77999878,40.56999969,40.18000031,40.61999893,41.15000153,41.11000061,40.34000015,40.11999893,39.45999908,39.38999939,39.86000061,39.90000153,40.27999878,40.36999893,40.09999847,40.81000137,40.65999985,40.00999832,40.18000031,40.38999939,40.22000122,39.99000168,40.25,40.38000107,40.79999924,41.34999847,40.90000153,41.54999924,41.5,41.72999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY,2/3/23,LIN,323.6000061,322.8599854,337.1199951,334.25,332.5700073,332.0400085,334.0599976,334,332.5299988,323.5,321.519989,324.5599976,330.0299988,331.8900146,347.6600037,344.480011,348.3699951,350.0499878,351.75,362.3800049,358.0499878,354.1400146,354.8999939,345.9200134,341.5400085,334.8299866,342.4400024,330.9299927,338.2900085,330.4899902,338.8099976,341.2999878,339.1499939,341.3299866,344.75,347.1000061,347.3699951,349.730011,351.5400085,355.4400024,358.1000061,357.7999878,355.6099854,356.5799866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETAIL,2/2/23,ULTA,520.8300171,520.7600098,518,524.960022,523.2199707,522.0800171,515.75,520.1799927,524.6500244,526.5599976,531.5599976,530,524.9400024,531.1099854,531.4699707,519.9899902,523.1500244,518.7999878,516.0200195,521.1199951,522.0599976,523.4000244,526.039978,524.0999756,519.9299927,521.1799927,513.6799927,518.4199829,524.1799927,513.8400269,506.4599915,510.230011,515.9099731,510,515.7399902,513.9799805,520.4500122,531.789978,526.3300171,536.3699951,545.6699829,551.1900024,546.1699829,534.1199951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUFACTURING,2/1/23,XYL,104.9199982,105.9300003,105.25,104.0500031,107.7699966,106.2399979,106.0599976,106.1699982,107.1500015,107.3399963,107.8799973,106.25,107.2900009,103.2799988,103.0199966,103.3099976,102.4000015,102.5500031,102.6500015,101.0899963,102.25,103.9199982,103.5699997,102.1699982,101.7699966,100.4800034,98.98000336,97.90000153,99.90000153,96.55000305,97.16000366,94.73000336,97.65000153,98.51999664,97.56999969,97.23000336,98.58999634,99.41000366,99.97000122,101.4800034,102.4000015,104.6999969,104.4599991,101.1800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETAIL,1/25/23,LOW,206.1100006,201.8099976,202.4900055,201.9100037,208.25,213.5599976,221.5599976,215.9700012,215.8699951,214.7299957,212.7599945,208.6399994,208.7799988,214.1399994,213.7599945,215.0299988,214.0099945,212.75,201.8500061,202.6300049,202.2100067,201.5399933,204.2400055,205.75,194.3099976,195.1000061,199.7299957,201.5700073,197.4100037,201.1399994,199.0500031,196.6600037,197.5500031,196.8300018,198.5899963,199.6699982,197.3600006,196.7899933,196.7899933,191.5700073,189.6900024,189.4600067,190.5299988,190.1499939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOS,1/18/23,RACE,239.7100067,237.9900055,242.3800049,243.6399994,244.0399933,245.5800018,247.7700043,253.7200012,251.25,251.3099976,253.3200073,265.480011,260.0400085,261.3099976,266.9100037,266.5599976,266.3099976,259.6799927,263.4400024,265.6099854,267.230011,265.8800049,266.8800049,262.7999878,260.6000061,262.1499939,259.1099854,261.3599854,260.3699951,262.7200012,264.5799866,271.4500122,270.3599854,268.6700134,269.6600037,264.6799927,261.230011,260.0599976,262.8999939,256.2900085,264.3599854,259.2000122,262.480011,266.6400146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNOLOGY,1/16/23,DAVA,82.5,84.08,83.97000122,86.41999817,88.69999695,85.83000183,85.12000275,87.43000031,88.88999939,87.22000122,87.87000275,90.22000122,94,93.12000275,91.31999969,92.51999664,92.69999695,91.95999908,90.62999725,88.23000336,77,81.97000122,81.61000061,82.62999725,81.55000305,78.80999756,79.31999969,76.41999817,78.94999695,79.54000092,80.27999878,80.65000153,80.51999664,80.73999786,79.13999939,79.51999664,76.75,71.94000244,70.56999969,71.44999695,67.73999786,68.70999908,64.37000275,65.38999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINANCIALS,1/8/23,SCHW,85.43000031,85.62000275,83.41999817,83.48000336,82.98000336,83.48999786,81.37999725,76.31999969,77.02999878,77.73000336,79.25,79.20999908,78.05000305,74.69000244,75.5,77.41999817,78.25,76.62000275,79.01999664,79.86000061,81.19000244,80.61000061,79.58000183,80.45999908,80.41999817,80.76999664,80.48000336,80.33999634,80.31999969,79.90000153,80,78.97000122,80.59999847,77.87999725,77.91999817,77.41000366,76.08999634,77.41000366,76.59999847,74.94999695,76.19999695,66.47000122,58.70000076,51.90999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROWTH INVESTING,1/8/23,TSLA,119.7699966,118.8499985,123.2200012,123.5599976,122.4000015,131.4900055,128.7799988,127.1699982,133.4199982,143.75,143.8899994,144.4299927,160.2700043,177.8999939,166.6600037,173.2200012,181.4100037,188.2700043,189.9799957,194.7599945,196.8099976,201.2899933,207.3200073,196.8899994,194.6399994,209.25,214.2400055,202.0399933,208.3099976,197.3699951,200.8600006,202.0700073,196.8800049,207.6300049,205.7100067,202.7700043,190.8999939,197.7899933,193.8099976,187.7100067,182,172.9199982,173.4400024,174.4799957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSUMER,1/8/23,PM,102.3000031,102.1900024,102.0599976,101.4400024,101.6999969,101.2300034,99.26000214,101.1900024,101.8199997,101.1500015,101.3000031,103.4199982,104.3199997,103.7600021,103.8300018,104.2399979,105.3899994,103.5100021,102.5899963,101.8099976,102.1999969,101.2900009,102.0199966,102.3600006,103.7099991,101.7099991,101.1100006,100.3000031,101.8199997,99.98000336,99.58999634,99.83000183,98.58000183,98.16999817,97.30000305,97.51000214,98.36000061,99.19999695,100.0999985,99.25,99.75,98.95999908,98.34999847,97.37000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETAIL,12/23/22,COST,462.6499939,458.5,452.9899902,456.5299988,456.5,453.2799988,456.5599976,450.1900024,482.8699951,478.75,481.3999939,484.3099976,482.4299927,485.25,486.769989,479.4700012,469.4899902,480.1099854,492.6099854,492.1099854,490.8800049,498.2999878,503.2900085,503.2799988,511.1400146,517.9099731,523.4299927,514.7999878,515.5900269,516.5300293,503.8099976,500.6300049,499.9899902,506.4500122,503.2200012,511.2799988,504.1000061,507.480011,501.7399902,497.3900146,493.1400146,488.6099854,487.0299988,484.1799927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUFACTURING,12/12/22,RRX,125.1500015,126.5899963,121.5199966,118.6299973,114.8399963,114.1200027,118,119.3600006,118.4700012,118.6299973,119.9700012,117.3199997,120.1399994,119.9800034,120.7200012,124.0899963,121.3899994,126.0100021,130,129.3399963,134.3899994,134.8500061,137.3300018,136.6300049,133.5399933,132.5099945,134.7299957,136.8300018,134.4299927,134.0800018,136.7899933,138.1100006,136.1799927,139.1999969,142.7299957,156.1300049,156.9400024,156.2299957,157.9400024,155.6399994,155.0099945,155,156.6199951,156.9799957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOTECH AND PHARMA,12/2/22,ABBV,163.6600037,163.9400024,163.7200012,165.3999939,165.9900055,163.0599976,165.3200073,164.7899933,164.8600006,163.1000061,160.4799957,161.4900055,160.5800018,162.2100067,163.2700043,163.1000061,162.9900055,162.2299957,162.5599976,161.6100006,162.3800049,163.6900024,163.4900055,166.5500031,161.6600037,159.6399994,157.1699982,152.2200012,153.6000061,152.8300018,149.1999969,148.7100067,149.5899963,148.5500031,147.6900024,147.7899933,147.3999939,146.2799988,145.6499939,147.75,146.6000061,144.8399963,145.1999969,145.0200043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUFACTURING,11/25/22,IR,53.41999817,53.15999985,52.81999969,53.97000122,54.29000092,54.54999924,53.31999969,52.72999954,52.81000137,53.25999832,53.25,54.24000168,55.52999878,54.72999954,52.59999847,51.79999924,51.06999969,51.90000153,52.72000122,52,52.27999878,52.59000015,51.74000168,52.79000092,52.25,53,53.65000153,53.38999939,55.11999893,55.77999878,56.43000031,56.77999878,57.38999939,57.52999878,56.79999924,55.90000153,53.88000107,55.34999847,55.88999939,56.38000107,55.95000076,55.52999878,55.65999985,55.31000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
